;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Period;;;Minimum bid rate in the Eurosystem's main refinancing operations (1);Japan: uncollateralized overnight call rate (2);Sweden: repo rate;;United Kingdom: repo rate;;US fed funds target rate
;;23;0,00;0,30;0,25;;1,25;;1,75
;;22;0,00;0,30;0,25;;1,25;;1,75
;;21;0,00;0,30;0,25;;1,25;;1,75
;;20;0,00;0,30;0,25;;1,25;;1,75
;;17;0,00;0,30;;;1,25;;1,75
;;16;0,00;0,30;;;1,25;;1,75
;;15;0,00;0,30;0,25;;1,00;;1,75
;;14;0,00;0,30;0,25;;1,00;;1,00
;;13;0,00;0,30;;;1,00;;1,00
;;10;0,00;0,30;;;1,00;;1,00
;;9;0,00;0,30;;;1,00;;1,00
;;8;0,00;0,30;;;1,00;;1,00
;;7;0,00;0,30;0,25;;1,00;;1,00
;;6;0,00;0,30;;;1,00;;1,00
;;3;0,00;0,30;0,25;;1,00;;1,00
;;2;0,00;0,30;0,25;;1,00;;1,00
;;1;0,00;0,30;0,25;;1,00;;1,00
;;;0,00;0,30;0,25;;1,25;;1,75
;May;31;0,00;0,30;0,25;;1,00;;1,00
;;30;0,00;0,30;0,25;;1,00;;1,00
;;27;0,00;0,30;0,25;;1,00;;1,00
;;26;0,00;0,30;;;1,00;;1,00
;;25;0,00;0,30;0,25;;1,00;;1,00
;;24;0,00;0,30;;;1,00;;1,00
;;23;0,00;0,30;0,25;;1,00;;1,00
;;20;0,00;0,30;0,25;;1,00;;1,00
;;19;0,00;0,30;0,25;;1,00;;1,00
;;18;0,00;0,30;0,25;;1,00;;1,00
;;17;0,00;0,30;0,25;;1,00;;1,00
;;16;0,00;0,30;0,25;;1,00;;1,00
;;13;0,00;0,30;0,25;;1,00;;1,00
;;12;0,00;0,30;0,25;;1,00;;1,00
;;11;0,00;0,30;0,25;;1,00;;1,00
;;10;0,00;0,30;0,25;;1,00;;1,00
;;9;0,00;0,30;0,25;;1,00;;1,00
;;6;0,00;0,30;0,25;;1,00;;1,00
;;5;0,00;0,30;0,25;;1,00;;1,00
;;4;0,00;0,30;0,25;;0,75;;1,00
;;3;0,00;;0,00;;0,75;;0,50
;;2;0,00;;;;;;
;;;0,00;0,30;0,25;;1,00;;1,00
;Apr;29;0,00;;;;;;
;;28;0,00;0,30;;;;;
;;27;0,00;0,30;0,00;;0,75;;0,50
;;26;0,00;;0,00;;0,75;;0,50
;;25;0,00;0,30;;;;;
;;22;0,00;0,30;0,00;;0,75;;0,50
;;21;0,00;0,30;0,00;;0,75;;0,50
;;20;0,00;0,30;0,00;;0,75;;0,50
;;19;0,00;0,30;0,00;;0,75;;0,50
;;18;0,00;0,30;;;0,75;;0,50
;;15;0,00;0,30;;;0,75;;0,50
;;14;0,00;0,30;0,00;;0,75;;0,50
;;13;0,00;0,30;0,00;;0,75;;0,50
;;12;0,00;0,30;0,00;;0,75;;0,50
;;11;0,00;0,30;0,00;;0,75;;0,50
;;8;0,00;0,30;0,00;;0,75;;0,50
;;7;0,00;0,30;0,00;;0,75;;0,50
;;6;0,00;0,30;0,00;;0,75;;0,50
;;5;0,00;0,30;0,00;;0,75;;0,50
;;4;0,00;0,30;0,00;;0,75;;0,50
;;1;0,00;0,30;0,00;;0,75;;0,50
;;;0,00;0,30;0,00;;0,75;;0,50
;Mar;31;0,00;0,30;0,00;;0,75;;0,50
;;30;0,00;0,30;0,00;;0,75;;0,50
;;29;0,00;0,30;0,00;;0,75;;0,50
;;28;0,00;0,30;0,00;;0,75;;0,50
;;25;0,00;0,30;0,00;;0,75;;0,50
;;24;0,00;0,30;0,00;;0,75;;0,50
;;23;0,00;0,30;0,00;;0,75;;0,50
;;22;0,00;0,30;0,00;;0,75;;0,50
;;21;0,00;;;;;;
;;18;0,00;0,30;0,00;;0,75;;0,50
;;17;0,00;0,30;0,00;;0,75;;0,50
;;16;0,00;0,30;0,00;;0,50;;0,50
;;15;0,00;0,30;0,00;;0,50;;0,25
;;14;0,00;0,30;0,00;;0,50;;0,25
;;11;0,00;;0,00;;0,50;;0,25
;;10;0,00;0,30;0,00;;0,50;;0,25
;;9;0,00;0,30;0,00;;0,50;;0,25
;;8;0,00;0,30;0,00;;0,50;;0,25
;;7;0,00;0,30;0,00;;0,50;;0,25
;;4;0,00;;0,00;;0,50;;0,25
;;3;0,00;0,30;0,00;;0,50;;0,25
;;2;0,00;0,30;0,00;;0,50;;0,25
;;1;0,00;0,30;0,00;;0,50;;0,25
;;;0,00;0,30;0,00;;0,75;;0,50
;Feb;28;0,00;0,30;0,00;;0,50;;0,25
;;25;0,00;;0,00;;0,50;;0,25
;;24;0,00;0,30;0,00;;0,50;;0,25
;;23;0,00;0,30;0,00;;0,50;;0,25
;;22;0,00;0,30;0,00;;0,50;;0,25
;;21;0,00;0,30;0,00;;0,50;;0,25
;;18;0,00;;0,00;;0,50;;0,25
;;17;0,00;0,30;0,00;;0,50;;0,25
;;16;0,00;0,30;0,00;;0,50;;0,25
;;15;0,00;0,30;0,00;;0,50;;0,25
;;14;0,00;0,30;0,00;;0,50;;0,25
;;11;0,00;;0,00;;0,50;;0,25
;;10;0,00;0,30;0,00;;0,50;;0,25
;;9;0,00;0,30;0,00;;0,50;;0,25
;;8;0,00;0,30;0,00;;0,50;;0,25
;;7;0,00;0,30;0,00;;0,50;;0,25
;;4;0,00;;0,00;;0,50;;0,25
;;3;0,00;0,30;0,00;;0,50;;0,25
;;2;0,00;0,30;0,00;;0,25;;0,25
;;1;0,00;0,30;0,00;;0,25;;0,25
;;;0,00;0,30;0,00;;0,50;;0,25
;Jan;31;0,00;0,30;0,00;;0,25;;0,25
;;28;0,00;;0,00;;0,25;;0,25
;;27;0,00;0,30;0,00;;0,25;;0,25
;;26;0,00;0,30;0,00;;0,25;;0,25
;;25;0,00;0,30;0,00;;0,25;;0,25
;;24;0,00;0,30;0,00;;0,25;;0,25
;;21;0,00;;0,00;;0,25;;0,25
;;20;0,00;0,30;0,00;;0,25;;0,25
;;19;0,00;0,30;0,00;;0,25;;0,25
;;18;0,00;0,30;0,00;;0,25;;0,25
;;17;0,00;0,30;0,00;;0,25;;0,25
;;14;0,00;;0,00;;0,25;;0,25
;;13;0,00;0,30;0,00;;0,25;;0,25
;;12;0,00;0,30;0,00;;0,25;;0,25
;;11;0,00;0,30;0,00;;0,25;;0,25
;;10;0,00;0,30;0,00;;0,25;;0,25
;;7;0,00;;0,00;;0,25;;0,25
;;6;0,00;0,30;;;0,25;;0,25
;;5;0,00;0,30;0,00;;0,25;;0,25
;;4;0,00;0,30;0,00;;0,25;;0,25
;;3;0,00;0,30;0,00;;0,25;;0,25
;;;0,00;0,30;0,00;;0,25;;0,25
2021;Dec;31;0,00;;;;0,25;;0,25
;;30;0,00;0,30;0,00;;0,25;;0,25
;;29;0,00;0,30;0,00;;0,25;;0,25
;;28;0,00;0,30;0,00;;0,25;;0,25
;;27;0,00;0,30;0,00;;0,25;;0,25
;;24;0,00;;;;0,25;;0,25
;;23;0,00;0,30;0,00;;0,25;;0,25
;;22;0,00;;;;;;
;;21;0,00;0,30;0,00;;0,25;;0,25
;;20;0,00;;;;;;
;;17;0,00;;0,00;;0,25;;0,25
;;16;0,00;0,30;0,00;;0,25;;0,25
;;15;0,00;;;;;;
;;14;0,00;;;;;;
;;13;0,00;;;;;;
;;10;0,00;;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,25;;0,25
;Nov;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Oct;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;;;;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Sep;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Aug;31;0,00;0,30;0,00;;0,10;;0,25
;;30;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Jul;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Jun;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;May;31;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Apr;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;;;;;
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;5;;0,30;;;0,10;;0,25
;;2;;0,30;;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Mar;31;0,00;0,30;0,00;;0,10;;0,25
;;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Feb;26;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Jan;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;1;;0,30;;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
2020;Dec;31;0,00;0,30;;;0,10;;0,25
;;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;25;;0,30;;;0,10;;0,25
;;24;0,00;0,30;;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Nov;30;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Oct;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;;0,00;;0,10;;0,25
;;12;0,00;0,30;;;;;
;;9;0,00;0,30;;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Sep;30;0,00;0,30;;;;;
;;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;0,00;;0,10;;0,25
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Aug;31;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
;;25;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;19;0,00;0,30;0,00;;0,10;;0,25
;;18;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;0,00;;0,10;;0,25
;;12;0,00;0,30;0,00;;0,10;;0,25
;;11;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;5;0,00;0,30;0,00;;0,10;;0,25
;;4;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Jul;31;0,00;0,30;0,00;;0,10;;0,25
;;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;28;0,00;0,30;0,00;;0,10;;0,25
;;27;0,00;0,30;0,00;;0,10;;0,25
;;24;0,00;0,30;0,00;;0,10;;0,25
;;23;0,00;0,30;0,00;;0,10;;0,25
;;22;0,00;0,30;0,00;;0,10;;0,25
;;21;0,00;0,30;0,00;;0,10;;0,25
;;20;0,00;0,30;0,00;;0,10;;0,25
;;17;0,00;0,30;0,00;;0,10;;0,25
;;16;0,00;0,30;;;;;
;;15;0,00;0,30;0,00;;0,10;;0,25
;;14;0,00;0,30;0,00;;0,10;;0,25
;;13;0,00;0,30;0,00;;0,10;;0,25
;;10;0,00;0,30;0,00;;0,10;;0,25
;;9;0,00;0,30;0,00;;0,10;;0,25
;;8;0,00;0,30;0,00;;0,10;;0,25
;;7;0,00;0,30;0,00;;0,10;;0,25
;;6;0,00;0,30;0,00;;0,10;;0,25
;;3;0,00;0,30;0,00;;0,10;;0,25
;;2;0,00;0,30;0,00;;0,10;;0,25
;;1;0,00;0,30;0,00;;0,10;;0,25
;;;0,00;0,30;0,00;;0,10;;0,25
;Jun;30;0,00;0,30;0,00;;0,10;;0,25
;;29;0,00;0,30;0,00;;0,10;;0,25
;;26;0,00;0,30;0,00;;0,10;;0,25
